,FEAT_A_probe,FEAT_Delta_t_angl[s],FEAT_Delta_t_anw[s],FEAT_F_angl[N],FEAT_F_anw[N],FEAT_T_Heiz[°C],FEAT_Thermocouple_0[°C],FEAT_WS0[µV],FEAT_WS_Int[µVs],FEAT_WS_angl[µV],FEAT_WS_anw[µV],FEAT_WS_delta_t_max[s],FEAT_WS_max[µV],FEAT_s0[mm],FEAT_s_angl[mm],FEAT_s_tot[mm],FEAT_t_angl[s],FEAT_t_anw[s],LABEL_weld_factor
58,403.0956,7.800001320429146,21.20000100694597,55.35710219542185,17.53264956414617,210,218.9628295898438,212.4372406005859,78529.15048094961,852.5210571289062,386.9196166992188,0.800000037997961,2970.887451171875,22.71375465393066,15.95860958099365,15.9945240020752,19.20000091195107,143.8000068301335,1.0
59,406.3192,6.800001244433226,19.80000094044954,55.8164519889682,18.60017922824408,210,219.0679016113281,219.2582244873047,77902.80976798556,836.783935546875,393.072265625,0.800000037997961,3321.585205078125,24.17123031616211,16.02824401855469,16.05513381958008,20.40000096894801,145.2000068966299,1.0
60,411.8356,8.200001367926596,21.40000101644546,55.12499667228536,17.43336282267876,210,219.1183471679688,224.6825408935547,79280.52309992074,882.0718994140625,397.6260681152344,0.800000037997961,3088.714599609375,22.21512031555176,15.80697727203369,15.83353233337402,18.80000089295208,143.600006820634,1.0
61,407.444,7.400001358427108,1.000000047497451,58.67987540460402,16.40874497786812,210,219.0543975830078,179.212646484375,25816.75340172952,782.9229125976562,690.9052124023438,0.800000037997961,2329.9169921875,18.85287284851074,10.24777030944824,10.34488296508789,18.60000088345259,4.600000218488276,0.0
62,418.5818,7.200001263432206,22.00000104494393,54.99028288716018,17.02951165312654,210,219.13623046875,219.6866455078125,79660.39984588383,863.3656005859375,399.4434509277344,0.800000037997961,2954.117919921875,22.51652526855469,15.69360446929932,15.72315979003906,19.80000094044954,143.0000067921355,1.0
63,415.95,10.00000154841691,5.600000265985727,56.53137606452493,13.82679530978203,210,219.863037109375,317.2455444335938,28607.24278305779,880.609130859375,169.2729797363281,0.800000037997961,2835.273193359375,21.2253589630127,15.5452938079834,-14.98757171630859,17.00000080745667,1.600000075995922,0.0
64,402.4656,8.400001491419971,5.600000265985727,56.94648595010081,10.94368900358677,210,219.36474609375,210.0641174316406,32266.11172330233,838.29150390625,147.5829162597656,0.800000037997961,3186.1220703125,23.67194938659668,15.74557685852051,-3.357587337493896,18.60000088345259,1.600000075995922,0.0
65,402.9467,8.200001329928636,5.600000265985731,57.8182201385498,13.72675767540932,210,219.1994323730469,219.1443939208984,31790.97377246282,836.5590209960938,156.55126953125,0.800000037997961,3215.82177734375,21.47323989868164,15.13713550567627,-15.11125659942627,18.80000089295208,1.600000075995922,0.0
66,417.1176,7.600001358427107,5.600000265985727,55.53544203768072,12.99383349716663,210,218.9580535888672,202.1680145263672,32177.60847697111,901.314208984375,146.8743133544922,0.800000037997961,3067.186767578125,23.79131889343262,15.67772006988525,-4.163694858551025,19.40000092145056,1.600000075995922,0.0
67,406.852,8.400001386925577,5.600000265985731,54.96703494492397,9.606128208339214,210,219.0334930419922,209.5942077636719,31023.77991180716,858.951171875,148.822265625,0.800000037997961,2922.22021484375,24.38324546813965,15.69049835205078,9.46683120727539,18.60000088345259,1.600000075995922,0.0
68,397.947060918603,9.212504555482774,2.5449222959369844,52.93260663125396,19.151181833957036,210,217.723091848638,338.875346718777,26482.33915430488,884.1361833537883,806.4958062203607,1.0183593233495807,2512.8716361636452,17.40983252176262,10.155239082561717,10.19271751451445,17.242575443282224,5.151939466939371,0.0
69,401.06631629715923,4.701720539141046,1.811604677322257,51.26366340347048,19.76582894525143,210,217.81058009831438,355.36555565514436,22385.249211511902,887.8244736917698,828.1145863968662,0.8232092216516511,1901.8488788144075,15.26222714416241,10.254350020994968,10.277722296955384,21.698281657445957,3.200000151991844,0.0
70,398.29155187173143,6.214868721005864,1.8698026838917876,51.83995028109991,20.26380651734147,210,217.7675105917141,346.06749744282115,22875.274769580992,887.0871414993943,827.5123059686922,0.9396052347907121,1974.4580283312403,16.101897978912344,10.321219315127806,10.346134545061785,20.185133486638165,3.200000151991844,0.0
71,399.8429480961671,5.368853702633688,1.8372636449613995,51.517743005428834,19.985382692199984,210,217.7915911476401,351.26612701763895,22601.296988368755,887.4993906867212,827.8490464767361,0.8745271569299358,1933.8615872829046,15.632430318572514,10.2838320798376,10.307884630061862,21.03114849882826,3.200000151991844,0.0
72,406.6786056361084,6.851705658094625,4.485227272345343,55.85948182203741,12.97262433464128,210,218.86871311054742,256.79037719908854,31810.544403965127,841.5758867482776,309.6537696565456,0.923863703958004,2695.2735720640794,21.391639977335146,14.089022842168282,0.9098512938015695,20.148296707953126,10.518184025119002,0.0
73,409.0327112486017,8.23005817259536,5.60000026598573,55.08778110111159,10.325775090186685,210,219.01746751362384,208.0166688836376,31268.886572013187,867.9503099233698,148.40846405197595,0.800000037997961,2953.015316174297,24.257503091677496,15.687783874216441,6.571312044624766,18.769944099800778,1.600000075995922,0.0
74,406.99156341857133,7.857495644375339,4.058724717599218,57.1386641578472,15.813486846314262,210,218.72220647711285,272.4071900136473,32686.91376272006,849.6444347288524,381.6464384495554,0.8856264573527671,2759.3469602518053,19.848745663194048,13.119074933693486,-4.165215475186807,18.885627312306887,13.930204463088014,0.0
75,416.94643048007833,7.609347225114361,5.600000265985727,55.551926320309526,12.969883029739927,210,218.96280470549402,202.2602594174092,32178.64240122623,900.5779568568576,146.88259148847462,0.800000037997961,3068.576209201847,23.789924379292682,15.67851279537898,-4.154277643332313,19.39065505587307,1.600000075995922,0.0
76,392.2908162297498,9.610262208435088,2.0307824287277407,53.11649132381091,21.27220162710793,210,217.67361593941578,325.85006046430175,24077.98436702507,885.5535818815766,825.8585998443887,1.1897392790859962,2160.91286028191,17.956806867093405,10.453377026132042,10.482263137332787,16.78974002004623,3.1692178182590065,0.0
77,415.1449063072849,4.407474315286759,2.000000094994903,54.140083047650464,17.77414600472451,210,217.8439508231281,356.5753489658556,31572.873597625305,853.4882576535751,673.8249669789651,1.1496264007098511,1739.1779008707124,16.653288861783793,10.40290443254182,10.431611413463711,22.441407026336762,30.40000144392252,0.0
78,414.0980361874288,5.546459907330267,2.000000094994903,54.93589254674896,18.08877458652183,210,217.9356061758306,351.6184519583415,32452.3765066764,858.6777711234257,677.0553369656968,1.0926771190789661,1895.3965787926963,17.0436328025222,10.410741519170745,10.440785910059633,21.131573548826413,30.40000144392252,0.0
79,406.94812686939736,6.325769268438625,2.2742908559477475,53.18269323507884,18.32907190444801,210,217.74285154374974,349.8434710111158,28624.150478337917,866.6353841017922,739.1867552005634,1.1085698033459934,2059.996052355031,16.86262369236235,10.274797368416868,10.307332005178056,20.39994224315666,17.691196186440706,0.0
80,415.8076606868637,9.998566298839494,5.578471540730559,56.5051851798237,13.866205067897805,210,219.84765148693975,317.38474639104675,28588.86588918727,880.6600014056361,173.94414808991533,0.8014352863483056,2833.6209776553064,21.198777011674398,15.506438861578843,-14.807039274156155,16.99713031075598,1.6071763177476448,0.0
81,415.569577419592,7.720639032644168,5.600000265985728,55.4497279036358,12.482977406643684,210,218.96942963867343,203.28786283701837,32003.614489986077,894.9259863748857,147.16805888327795,0.800000037997961,3045.32623365544,23.880579696852784,15.67964699761778,-2.108251228101876,19.279363245801,1.600000075995922,0.0
82,396.57813600049377,9.701928632457472,2.5346182970006077,53.11864414779703,19.19959140660727,210,217.77363676193494,330.2099742733566,26037.060198283125,883.4163896321562,814.9110532459163,0.9918273191858554,2593.7965733680508,17.575615342658004,10.135682516478228,10.176562846668029,16.681728071573648,2.6817274066093293,0.0
83,410.8390500603332,6.237568673094186,4.043048688362735,54.30495274411523,13.018324818437968,210,218.48396933380872,275.0578305357894,30924.80200402012,854.6032885051679,374.64308463549867,0.9729946577338495,2350.808950504465,20.890817429826352,13.400687137364255,9.88057594924166,20.762433630151197,14.055612696979882,0.0
84,408.7035169483061,3.9098088200314645,1.8980385634838857,52.27002296578423,18.602478741196133,210,217.79157532286675,359.0530531932033,26457.793208611612,868.8179419262432,751.1435532076247,0.9960769939749078,1746.9924869163083,15.689508161009048,10.316974569618159,10.342225137537415,22.784308868851713,16.53323315842421,0.0
85,416.02316166412174,6.006064353763417,3.4214890720375704,54.65833174471426,16.047091799841162,210,218.5921429424348,343.6989356007087,29931.09937166487,861.4193639437775,472.86944451799235,1.0420568373255343,2088.360835388005,18.249668250403673,12.42922321954896,0.3897319996427733,20.993937996361627,19.02808962758118,0.0
86,397.72963351042887,9.81628018059299,2.8441821047248914,53.17877088871193,18.871503059967107,210,217.89357643639778,335.0643088000446,26254.879729709188,887.1208947282477,767.2131935923355,0.9837212487486832,2623.7787370166993,17.822694690437846,10.571605598980376,8.121766011944331,16.632558385955228,2.5186061297495335,0.0
87,392.463591844424,9.501886650321739,2.000000094994903,53.1340457460091,21.316422169817656,210,217.67260931186644,325.83123650429326,24079.513151127543,884.8593830393258,823.7089247849159,1.200000056996942,2128.4146917773132,17.953898997496953,10.469631264304821,10.497984965640013,16.907610562648937,3.6304392107588845,0.0
88,404.8352392723657,7.952665874625136,1.3684430743378988,57.34469196215437,17.078792988820954,210,218.7469026123677,215.46525361543414,25869.646362556756,807.0501643544366,720.6774944412762,0.846055416353017,2393.271244388677,18.546218980903326,10.220859404585022,10.3044713683088,18.139447099902032,4.1394464349377165,0.0
89,393.318559722191,9.661251648340569,2.1837508065690434,53.05339750648556,20.747173268546295,210,217.68583112607163,328.7505370848053,24606.977807112635,886.1298274767873,824.3364008580985,1.1387498198055617,2280.264850451667,17.839743851185673,10.36671825169161,10.398183799899366,16.738750560765798,3.0162494404177034,0.0
90,416.53504325672685,5.262427651325575,3.5963656281761884,54.36705557340097,15.499496699024533,210,218.29286073972273,290.5460441459662,31408.053441664946,872.1411454670132,438.5663670541147,1.0226261088656878,2251.1566097749237,19.62637319225264,12.73808329942549,3.9550273575255375,21.737574665561684,17.629077178472233,0.0
91,416.3449553365151,4.499678735524038,2.9425808328524052,53.98581176228213,16.317093117385475,210,218.07580870712053,319.38374285391865,31156.948089544432,862.6219921240078,533.7453113720605,1.095268863901664,1984.8864527164221,18.267353877355237,11.778881562724436,6.604161606936943,22.500323593439433,22.8593555410625,0.0
92,409.6702739900251,6.87147082414125,4.499458244053673,54.49903754896403,12.01806304978173,210,218.64505839726985,255.8676235873135,30953.816691159762,855.8778403573525,308.4452778753822,0.9222824848793008,2518.3141992367673,21.914598485164426,14.071929412417376,9.759289547940352,20.128531469469337,10.404336251452378,0.0
93,395.9004083098394,9.789344907381539,2.5680307297104776,52.89489620304858,19.428221860926264,210,217.71651754018885,336.03697725322337,25935.89010498682,887.5774444036523,820.5124045674116,1.0106565120917497,2580.095274598505,17.545663679907413,10.14901817765377,10.186963665498665,16.61065725305199,2.6319695172762683,0.0
94,411.763329474877,8.01726060997469,5.600000265985729,55.23897565061924,11.226894343510564,210,218.99740084965063,206.0413241784448,31575.80144401617,879.2187483245582,147.89031470135222,0.800000037997961,2991.5759761548916,24.100052431851303,15.684384890213394,2.9456337687259273,18.982741664948286,1.600000075995922,0.0
95,409.99925248009316,8.181056723312388,2.3818671961832427,58.03445355329722,15.633112096037324,210,219.2973176576905,220.67854171352974,26655.03284122079,812.2684277027797,534.2038185372626,0.800000037997961,2481.7289703646575,19.565581645603118,11.839177558211922,2.7348644309371153,18.119351440431444,3.6987825128236294,0.0
96,411.7645352595495,7.463439440491579,2.2283774591600487,56.27635382895293,18.11503675571185,210,218.16596236454885,335.0835769466495,33781.03235856927,865.2939698575592,648.3900709894804,0.987312416154943,2215.374573357945,18.05905382738745,10.761118321039092,9.579425664452707,18.974625639766554,28.572982530601355,0.0
97,406.56313705663473,6.946291274266267,1.1209894005918888,57.540893378273935,16.901442035101176,210,218.86758557040224,206.13382395990257,25283.006699502515,798.81011211775,711.6744657492467,0.800000037997961,2262.98776252375,18.284514082824074,10.246748868754008,10.332662744006237,19.11420563410395,4.38826885057301,0.0
98,402.99991035786593,8.207367049075657,5.600000265985731,57.81295428805827,13.727167035981255,210,219.20214788722419,219.54583027365788,31777.945736095513,836.7392769395741,156.60332760517574,0.800000037997961,3214.264547537534,21.472225553608077,15.138805716263713,-15.110750472758939,18.792635174349275,1.600000075995922,0.0
99,411.53261259367144,7.555491223957795,2.5597638814665697,56.034434346608535,17.202209831468327,210,218.23228061054894,322.7227330626177,33438.96538422809,865.8523510315003,599.359984405779,0.9689020593601363,2269.752273378216,18.721327426494426,11.242461247064895,10.301954481955901,18.93780492617694,25.92189115214919,0.0
100,411.2204426130533,8.554333772184947,3.0422804196058038,57.725997616925724,15.26242652603187,210,219.41341248613176,240.4956605707456,27055.658058550685,826.2930510119028,459.3140776995365,0.800000037997961,2554.281992525639,19.906194934295183,12.59973286335365,-0.9020675818280974,17.88964249315403,3.268078236678481,0.0
101,415.7190854429819,7.708987845867685,5.600000265985728,55.458006174844385,12.532315888715852,210,218.96833093976423,203.17970788531358,32020.418829538412,895.5429609251327,147.13968893961936,0.800000037997961,3047.437524058043,23.87195888831004,15.679460894934168,-2.306765977348493,19.291014432715833,1.600000075995922,0.0
102,392.8732696392397,9.169593033381027,1.983445925845023,52.96526561283163,21.236207275513507,210,217.6834087702276,327.91118004635,23832.14763072243,885.6473529967086,826.3362330332575,1.1668917186971821,2116.2419077619174,17.741523138934927,10.451794979490142,10.479723135503143,17.230409195854058,3.200000151991844,0.0
103,405.36400982317326,8.108081978846263,4.54909020041635,56.73761068981074,13.178945427036462,210,218.99109400997958,249.03176474093794,32738.301358785207,846.7079742201822,303.6808281463337,0.858383930529593,2883.5472052918512,21.9224510654259,14.191957741385599,0.6747845976537508,18.716768668515854,10.007280600550947,0.0
104,403.4046301386836,8.400001469050059,5.600000265985728,56.522729760079685,10.657347151713005,210,219.29383222380392,209.96352028120256,32000.15626706501,842.7142767673326,147.84823324096055,0.800000037997961,3129.626585190376,23.824221969602426,15.733785782109614,-0.6121661436603363,18.60000088345259,1.600000075995922,0.0
105,416.0672641581379,3.598483917445841,2.1082633813908576,53.5292441699851,17.385506034157814,210,217.82603677104802,359.64527224652755,30729.13175622195,849.8516038234297,655.8800612402533,1.187970802952947,1638.1155027616082,16.45589574096116,10.550828487417917,9.659305802505251,23.401518429213933,29.533895152754884,0.0
106,403.2025835875329,8.213105760341449,5.600000265985731,57.63140440196985,13.456765241811985,210,219.18855967406267,218.5186453495932,31740.705593987983,838.0262024928987,156.0448487063231,0.800000037997961,3196.584376601742,21.663909671772988,15.17339301991019,-13.50084785165339,18.786896465651402,1.600000075995922,0.0
107,417.0655772197344,7.597798495854948,5.560348754753629,55.543102712525,13.055590233367813,210,218.94843489251434,203.72525897879493,32196.399296989617,900.9376163165526,152.77179252200486,0.8022028997330777,3057.0804138074486,23.723994426441024,15.619848419086791,-4.002672160881743,19.395595197980324,1.9172121658527124,0.0
108,409.787002412268,8.916159260480894,5.60000026598573,55.47168926011839,10.967709668452969,210,219.30110282863222,244.32238239656897,30244.208324401727,865.9379999541319,155.41963815185773,0.800000037997961,2894.171224098953,23.364515581327577,15.643655563843478,1.5778741209604803,18.083843037477976,1.600000075995922,0.0
109,417.01914111517635,7.204924135389472,5.261362640877708,55.33797109661903,13.417319805491458,210,218.8456282382457,217.1049324141643,32047.544699559625,896.3836209618776,196.17367286032967,0.837626440787741,2929.268152357386,23.087394488086264,15.180887166398918,-2.7915361035149564,19.795078150743247,4.309101076860076,0.0
110,412.3852016774064,9.373085974462882,5.600000265985729,55.91843249460652,12.173044265217376,210,219.53800333272918,275.06536149383857,29554.095663146913,872.1230618487903,161.25993606080567,0.800000037997961,2869.3409660942625,22.462688982403492,15.602188171043892,-5.405793905578815,17.626916347911695,1.600000075995922,0.0
111,408.7600272028771,8.251308488636385,5.60000026598573,55.072682563698145,10.235787833340515,210,219.01947140382853,208.2139300682036,31238.237546021377,866.8250250546661,148.4602073018591,0.800000037997961,2949.1645849852425,24.27322637459939,15.68812330237245,6.93337826510715,18.74869378350742,1.600000075995922,0.0
112,407.44373027093775,3.9969834397286355,1.8806036373913535,52.070618970035504,18.791707578942336,210,217.79648235406336,358.7269916781303,25716.165252737126,872.2241638167156,764.8532529975157,0.9612071417898438,1771.9570141149572,15.583746358287767,10.30346635008167,10.328328173119601,22.64482946011146,14.162083209839858,0.0
113,415.56870308489545,3.672374790243856,2.1961090646385197,53.51955526071817,17.06605579074624,210,217.83209478266212,352.7142975371256,30807.389091253557,849.4455956196035,642.5238745628888,1.1782101714809847,1672.97020412431,16.747911626157133,10.684390032152246,10.371382194617448,23.327627551990382,28.83112968677359,0.0
